"TOA5","10344","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_4APR18.CR3","50113","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
2021-03-14 09:00:00,707895,13.28,11.160, 570.600,3.423707e+01,102.2, 9.220, 28.270,0.000,3.976,337.100, 113.700,11.270,276.8,364.0,284.3,  0.099
2021-03-14 10:00:00,707955,13.55,12.660, 443.700,2.662157e+01,102.2, 9.820, 24.950,0.000,4.212,337.600, 245.300,13.480,335.8,372.5,285.8,  0.055
2021-03-14 11:00:00,708015,13.55,13.040, 500.900,3.005344e+01,102.2,10.590, 24.510,0.000,2.692,352.600, 273.900,14.610,338.4,371.5,286.2,  0.053
2021-03-14 12:00:00,708075,13.51,15.240,1308.000,7.849894e+01,102.1,12.980, 21.750,0.000,1.700,231.600, 760.400,33.610,311.8,370.6,288.4,  0.044
2021-03-14 13:00:00,708135,13.46,18.290, 842.000,5.050486e+01,102.0,13.930, 21.380,0.000,1.668, 40.440, 467.000,23.200,334.2,387.4,291.4,  0.050
2021-03-14 14:00:00,708195,13.49,18.450, 555.900,3.335302e+01,102.0,15.250, 20.130,0.000,3.108,261.900, 295.600,15.550,362.1,386.8,291.6,  0.053
2021-03-14 15:00:00,708255,13.49,18.470, 592.900,3.557342e+01,101.9,15.290, 21.980,0.000,1.151, 23.530, 327.500,17.650,352.9,384.9,291.6,  0.054
2021-03-14 16:00:00,708315,13.49,18.010, 444.800,2.668935e+01,101.8,14.840, 19.250,0.000,2.739,  6.221, 247.800,15.050,346.8,383.9,291.2,  0.061
2021-03-14 17:00:00,708375,13.51,16.920, 156.400,9.381186e+00,101.9,14.000, 22.970,0.000,3.216, 50.730,  82.400, 4.397,353.0,384.4,290.1,  0.053
2021-03-14 18:00:00,708435,12.99,15.230,  32.240,1.934626e+00,101.9,12.690, 27.870,0.000,1.798,  9.510,  15.550, 1.114,344.0,380.8,288.4,  0.072
2021-03-14 19:00:00,708495,12.87,13.940,   1.022,6.131442e-02,101.9,12.230, 27.450,0.000,3.283, 72.910,  -2.142, 0.717,329.3,375.7,287.1, -0.336
2021-03-14 20:00:00,708555,12.83,13.140,   1.058,6.345859e-02,102.1,11.630, 33.080,0.000,2.914, 18.170,  -1.870, 1.177,333.7,373.7,286.3, -0.633
2021-03-14 21:00:00,708615,12.80,12.730,   1.093,6.560246e-02,102.1,11.430, 33.130,0.000,6.731,340.900,  -2.120, 0.827,319.2,370.9,285.9, -0.394
2021-03-14 22:00:00,708675,12.77,12.290,   0.972,5.831352e-02,102.2,10.870, 35.000,0.000,3.015,344.600,  -2.028, 0.807,326.1,369.9,285.4, -0.404
2021-03-14 23:00:00,708735,12.74,11.910,   1.022,6.131469e-02,102.3,10.300, 35.450,0.000,4.266,345.500,  -2.212, 0.704,322.8,369.5,285.1, -0.320
2021-03-15 00:00:00,708795,12.71,11.400,   1.022,6.131478e-02,102.2, 9.810, 37.660,0.000,6.181,  2.405,  -1.870, 1.144,320.0,368.9,284.6, -0.627
2021-03-15 01:00:00,708855,12.67,10.870,   1.036,6.217216e-02,102.2, 9.130, 35.680,0.000,3.495,349.100,  -2.791, 0.380,318.3,367.3,284.0, -0.137
2021-03-15 02:00:00,708915,12.65,10.250,   0.636,3.816102e-02,102.3, 8.510, 25.860,0.000,3.281,354.400,  -3.946, 0.992,288.2,365.6,283.4, -0.252
2021-03-15 03:00:00,708975,12.62, 9.020,   0.958,5.745598e-02,102.3, 7.106, 22.120,0.000,1.392,350.300,  -4.993, 1.683,278.5,362.0,282.2, -0.338
2021-03-15 04:00:00,709035,12.60, 7.716,   1.058,6.345964e-02,102.3, 5.897, 26.440,0.000,3.115,  0.070,  -3.955, 1.911,271.8,362.0,280.9, -0.484
2021-03-15 05:00:00,709095,12.58, 6.101,   0.136,8.147039e-03,102.4, 4.214, 48.600,0.000,2.146,  0.510,  -1.494, 2.199,304.3,359.2,279.3, -1.479
2021-03-15 06:00:00,709155,12.56, 5.785,   0.172,1.029112e-02,102.5, 4.491, 36.590,0.000,1.243, 22.410,  -2.278, 2.077,309.2,356.6,278.9, -0.912
2021-03-15 07:00:00,709215,12.60, 6.292,  37.420,2.245152e+00,102.5, 5.094, 26.990,0.000,1.207,328.200,  19.450, 3.108,299.8,355.8,279.4,  0.160
2021-03-15 08:00:00,709275,13.09, 6.658, 164.900,9.896826e+00,102.6, 5.187, 20.930,0.000,1.480,214.500,  90.900, 6.653,308.7,356.7,279.8,  0.073
2021-03-15 09:00:00,709335,13.63, 8.240, 461.900,2.771365e+01,102.7, 5.748, 22.250,0.000,0.809,166.400, 217.900,12.590,288.3,360.6,281.4,  0.058
2021-03-15 10:00:00,709395,13.61, 9.410, 377.800,2.267060e+01,102.7, 5.921, 20.860,0.000,3.628,187.400, 206.000,11.750,328.0,366.1,282.6,  0.057
2021-03-15 11:00:00,709455,13.61,10.240, 795.700,4.774306e+01,102.6, 6.292, 19.010,0.000,1.295,226.600, 444.300,20.030,329.7,367.9,283.4,  0.045
2021-03-15 12:00:00,709515,13.61,11.180, 625.800,3.754990e+01,102.6, 7.325, 17.760,0.000,2.755,188.900, 341.300,17.320,337.5,368.7,284.3,  0.051
2021-03-15 13:00:00,709575,13.57,12.090, 495.500,2.972903e+01,102.6, 7.683, 18.050,0.000,1.187,346.800, 265.300,11.770,344.9,372.3,285.2,  0.044
2021-03-15 14:00:00,709635,13.61,11.800, 217.000,1.301956e+01,102.4, 7.862, 19.030,0.000,1.975,165.600, 105.000, 4.827,350.0,372.0,285.0,  0.046
2021-03-15 15:00:00,709695,13.64, 9.890, 111.800,6.708139e+00,102.4, 7.181, 22.200,0.000,1.313,185.500,  52.060, 4.129,352.2,367.1,283.0,  0.079
2021-03-15 16:00:00,709755,13.64,10.140, 152.500,9.147867e+00,102.4, 7.540, 20.220,0.000,1.689,200.500,  76.600, 3.485,345.1,364.1,283.3,  0.045
2021-03-15 17:00:00,709815,13.00, 9.040,  54.350,3.261252e+00,102.4, 5.474, 46.000,0.000,0.498, 40.020,  20.240, 5.568,358.6,372.5,282.2,  0.275
2021-03-15 18:00:00,709875,12.89, 6.774,  22.440,1.346394e+00,102.4, 5.166, 39.590,0.000,1.374,177.400,  13.290, 3.733,346.7,362.0,279.9,  0.281
2021-03-15 19:00:00,709935,12.80, 6.645,   0.157,9.433336e-03,102.4, 4.687, 40.190,0.000,2.244,180.100,   1.051, 3.068,344.7,361.2,279.8,  2.925
2021-03-15 20:00:00,709995,12.76, 6.292,   0.114,6.860540e-03,102.4, 4.229, 46.250,0.000,2.004,187.100,  -4.813, 3.498,343.5,362.1,279.4, -0.727
2021-03-15 21:00:00,710055,12.72, 5.048,   2.944,1.766646e-01,102.4, 3.070, 58.350,0.000,2.635,214.400,  -3.870, 3.594,338.9,359.7,278.2, -0.934
2021-03-15 22:00:00,710115,12.68, 4.236,   0.207,1.243525e-02,102.4, 2.522, 69.580,0.000,0.781, 68.070,  -3.032, 3.409,335.5,357.1,277.4, -1.126
2021-03-15 23:00:00,710175,12.65, 3.655,   0.214,1.286404e-02,102.4, 2.297, 60.900,0.000,1.736,236.600,  -1.437, 2.936,332.3,353.4,276.8, -2.048
2021-03-16 00:00:00,710235,12.61, 4.032,   0.200,1.200649e-02,102.4, 2.125, 63.060,0.000,2.695,223.100,   0.237, 2.239,333.6,355.2,277.2, 10.180
2021-03-16 01:00:00,710295,12.58, 3.833,   0.157,9.433614e-03,102.4, 1.698, 69.140,0.000,1.410,218.100,  -0.604, 2.186,333.0,355.9,277.0, -3.637
2021-03-16 02:00:00,710355,12.55, 3.685,   0.172,1.029120e-02,102.3, 1.375, 76.470,0.000,1.601,195.900,  -0.845, 1.829,332.4,355.0,276.8, -2.169
2021-03-16 03:00:00,710415,12.53, 3.380,   0.172,1.029140e-02,102.2, 1.142, 84.800,0.000,1.962,212.700,  -1.228, 1.759,331.0,353.7,276.5, -1.438
2021-03-16 04:00:00,710475,12.52, 2.930,   0.114,6.860975e-03,102.1, 0.776, 88.900,0.000,2.545,178.000,  -2.085, 1.971,328.4,352.5,276.1, -0.945
2021-03-16 05:00:00,710535,12.50, 2.353,   0.200,1.200684e-02,102.1, 0.388, 98.100,0.000,1.774,224.900,  -2.984, 2.192,325.2,350.8,275.5, -0.735
2021-03-16 06:00:00,710595,12.49, 2.070,   0.429,2.572922e-02,102.1, 0.352, 98.800,0.000,1.771,203.900,  -2.282, 2.186,322.9,349.7,275.2, -0.958
2021-03-16 07:00:00,710655,12.57, 2.276,  54.980,3.298871e+00,102.0, 0.471, 99.500,0.000,2.249,227.100,  28.760, 3.548,324.4,349.7,275.4,  0.123
2021-03-16 08:00:00,710715,12.96, 2.928, 132.400,7.943250e+00,102.0, 0.895, 99.500,0.000,1.795,206.700,  70.850, 4.778,328.9,350.8,276.1,  0.067
2021-03-16 09:00:00,710775,13.40, 3.594, 275.600,1.653503e+01,102.0, 1.163, 99.500,0.000,1.392,194.900, 147.500, 8.620,332.2,352.4,276.7,  0.058
2021-03-16 10:00:00,710835,13.73, 4.204, 359.700,2.158348e+01,102.0, 1.454, 99.500,0.000,2.370,202.000, 188.800,10.920,334.0,353.8,277.3,  0.058
2021-03-16 11:00:00,710895,13.71, 5.253, 649.200,3.895448e+01,102.0, 2.665, 97.700,0.000,1.855,239.500, 351.200,17.660,336.8,353.5,278.4,  0.050
2021-03-16 12:00:00,710955,13.64, 8.320, 746.900,4.481122e+01,101.9, 4.845, 84.400,0.000,2.731,201.300, 417.000,22.100,345.0,361.3,281.5,  0.053
2021-03-16 13:00:00,711015,13.61, 9.880, 530.300,3.181633e+01,101.8, 5.844, 78.840,0.000,3.301,189.400, 290.200,14.570,344.3,367.5,283.0,  0.050
2021-03-16 14:00:00,711075,13.61,10.470, 732.200,4.393285e+01,101.7, 6.747, 77.310,0.000,3.366,156.600, 410.000,23.450,347.8,367.8,283.6,  0.057
2021-03-16 15:00:00,711135,13.61,10.670, 644.000,3.864058e+01,101.7, 6.939, 78.940,0.000,1.898,183.700, 358.900,21.110,349.3,369.3,283.8,  0.059
2021-03-16 16:00:00,711195,13.61,10.630, 341.100,2.046411e+01,101.7, 6.919, 81.200,0.000,2.146,211.500, 186.900, 9.900,345.4,368.2,283.8,  0.053
2021-03-16 17:00:00,711255,13.64, 9.950, 173.600,1.041863e+01,101.6, 6.467, 87.300,0.000,1.215,198.900,  94.400, 5.412,352.5,368.4,283.1,  0.057
2021-03-16 18:00:00,711315,13.01, 9.030,  35.170,2.110384e+00,101.6, 5.897, 95.000,0.000,1.757,184.900,  19.450, 1.131,352.3,366.0,282.2,  0.058
2021-03-16 19:00:00,711375,12.86, 8.400,   0.121,7.289130e-03,101.7, 5.754, 97.000,0.000,0.924,160.900,  -0.734, 0.410,350.3,363.4,281.6, -0.560
2021-03-16 20:00:00,711435,12.81, 8.000,   0.129,7.717976e-03,101.7, 5.534, 99.600,0.000,0.851,186.100,  -0.645, 0.493,349.4,362.5,281.2, -0.763
2021-03-16 21:00:00,711495,12.78, 7.748,   0.157,9.433043e-03,101.7, 5.198, 99.700,0.000,1.352,205.900,  -0.623, 0.549,349.2,362.2,280.9, -0.890
2021-03-16 22:00:00,711555,12.75, 7.610,   0.186,1.114820e-02,101.7, 5.170, 99.600,0.000,1.218,178.600,  -0.747, 0.569,348.6,361.6,280.8, -0.765
2021-03-16 23:00:00,711615,12.72, 7.460,   1.122,6.731746e-02,101.7, 5.062, 99.800,0.000,0.381,300.500,  -0.579, 0.727,349.9,361.6,280.6, -1.261
2021-03-17 00:00:00,711675,12.68, 7.374,   2.558,1.535023e-01,101.8, 5.082, 99.700,0.000,0.299,206.100,  -0.611, 0.698,349.7,361.1,280.5, -1.146
2021-03-17 01:00:00,711735,12.64, 7.392,   1.651,9.904737e-02,101.7, 5.179, 99.700,0.000,1.147,197.400,  -0.933, 0.823,348.3,360.2,280.5, -0.887
2021-03-17 02:00:00,711795,12.60, 7.308,   2.544,1.526436e-01,101.8, 4.886, 99.800,0.000,0.835,216.500,  -0.718, 0.694,348.6,360.9,280.5, -0.968
2021-03-17 03:00:00,711855,12.58, 7.395,   1.851,1.110526e-01,101.7, 5.002, 99.700,0.000,0.000,164.900,  -0.709, 0.830,348.4,361.0,280.5, -1.173
2021-03-17 04:00:00,711915,12.56, 7.425,   2.487,1.492139e-01,101.7, 5.034, 99.700,0.000,0.596,  0.059,  -0.462, 0.585,348.7,361.2,280.6, -1.275
2021-03-17 05:00:00,711975,12.55, 7.373,   1.980,1.187707e-01,101.7, 5.099, 99.700,0.000,2.030,  0.164,  -0.538, 0.512,347.4,360.2,280.5, -0.955
2021-03-17 06:00:00,712035,12.54, 7.252,   2.508,1.504992e-01,101.8, 5.112, 99.700,0.000,2.342,  1.255,  -0.823, 0.701,339.8,360.3,280.4, -0.860
2021-03-17 07:00:00,712095,12.65, 7.116,  84.400,5.061231e+00,101.8, 5.398, 99.700,0.000,0.292,330.600,  45.560, 3.617,322.1,357.9,280.3,  0.079
2021-03-17 08:00:00,712155,13.11, 7.732, 171.700,1.030376e+01,101.9, 5.516, 99.700,0.000,1.509, 20.120,  90.700, 4.480,343.6,359.1,280.9,  0.049
2021-03-17 09:00:00,712215,13.62, 8.850, 382.400,2.294458e+01,101.9, 6.141, 99.700,0.000,1.160,179.600, 209.800,10.390,350.0,361.9,282.0,  0.050
2021-03-17 10:00:00,712275,13.55,13.230, 964.000,5.781077e+01,101.9, 8.600, 87.000,0.000,1.820,194.400, 554.800,10.650,300.5,371.0,286.3,  0.019
2021-03-17 11:00:00,712335,13.55,15.170,1299.000,7.792528e+01,101.9,10.480, 77.720,0.000,2.741,203.600, 758.300,15.520,307.4,379.4,288.3,  0.020
2021-03-17 12:00:00,712395,13.52,16.170,1351.000,8.104971e+01,101.8,11.180, 74.620,0.000,2.680,172.600, 793.800,35.400,313.7,382.7,289.3,  0.045
2021-03-17 13:00:00,712455,13.52,17.090,1358.000,8.150026e+01,101.8,12.570, 67.530,0.000,4.060,130.100, 807.000,44.200,315.9,384.0,290.2,  0.055
2021-03-17 14:00:00,712515,13.49,17.210,1062.000,6.371491e+01,101.7,12.010, 70.400,0.000,2.481,266.100, 619.100,37.990,328.4,386.7,290.4,  0.061
2021-03-17 15:00:00,712575,13.49,16.380, 672.200,4.033144e+01,101.8,11.570, 72.010,0.000,3.278,216.800, 385.000,26.510,337.1,384.6,289.5,  0.069
2021-03-17 16:00:00,712635,13.51,15.470, 423.100,2.538704e+01,101.8,11.370, 74.140,0.000,1.089,294.200, 244.100,16.230,326.8,379.5,288.6,  0.066
2021-03-17 17:00:00,712695,13.55,14.410, 200.300,1.201741e+01,101.7,11.000, 75.180,0.000,1.418,228.600, 106.700, 9.170,315.0,376.4,287.6,  0.086
2021-03-17 18:00:00,712755,13.07,12.660,  55.750,3.344810e+00,101.7, 9.810, 81.800,0.000,1.898,132.900,  27.450, 2.241,326.7,374.9,285.8,  0.082
2021-03-17 19:00:00,712815,12.87,11.260,   0.186,1.114800e-02,101.7, 8.520, 89.500,0.000,2.125,230.000,  -1.345, 0.112,348.4,371.6,284.4, -0.086
2021-03-17 20:00:00,712875,12.82,10.090,   0.257,1.543571e-02,101.8, 7.284, 98.500,0.000,2.068,208.600,  -0.781, 0.208,355.0,370.2,283.2, -0.273
2021-03-17 21:00:00,712935,12.79, 9.420,   0.372,2.229620e-02,101.8, 6.864, 99.700,0.000,0.640,214.200,  -0.693, 0.179,356.8,368.3,282.6, -0.259
2021-03-17 22:00:00,712995,12.76, 9.130,   0.629,3.773170e-02,101.8, 6.636, 99.700,0.000,1.120,212.800,  -0.557, 0.354,356.4,367.3,282.3, -0.638
2021-03-17 23:00:00,713055,12.74, 8.870,   2.415,1.449253e-01,101.7, 6.605, 99.700,0.000,2.184,210.100,  -0.408, 0.972,358.0,366.9,282.0, -2.579
2021-03-18 00:00:00,713115,12.71, 8.450,   1.615,9.690301e-02,101.6, 6.405, 99.800,0.000,2.468,161.700,  -0.437, 0.539,356.5,365.1,281.6, -1.312
2021-03-18 01:00:00,713175,12.68, 8.270,   3.888,2.332552e-01,101.5, 6.316, 99.800,0.000,0.590,243.100,  -0.180, 0.684,355.6,364.0,281.4, -4.710
2021-03-18 02:00:00,713235,12.64, 8.160,   2.130,1.277756e-01,101.4, 6.145, 99.800,0.000,2.548,217.300,  -0.339, 0.506,355.1,364.5,281.3, -1.499
2021-03-18 03:00:00,713295,12.62, 8.180,   2.387,1.432123e-01,101.4, 6.216, 99.800,0.000,0.890,243.700,  -0.487, 0.549,355.2,364.1,281.3, -1.134
2021-03-18 04:00:00,713355,12.59, 8.220,   2.130,1.277744e-01,101.4, 6.314, 99.800,0.000,1.570,213.600,  -0.484, 0.539,355.4,363.7,281.4, -1.124
2021-03-18 05:00:00,713415,12.58, 8.120,   2.701,1.620774e-01,101.3, 6.300, 99.800,0.000,2.448,205.900,  -0.089, 0.466,354.9,362.8,281.3,NA
2021-03-18 06:00:00,713475,12.57, 8.360,   2.380,1.427816e-01,101.1, 6.626, 99.800,0.000,3.925,200.700,  -0.247, 0.364,356.1,363.2,281.5, -1.537
2021-03-18 07:00:00,713535,12.57, 8.450,  12.610,7.563545e-01,101.2, 6.657, 99.800,0.000,2.719,216.900,   5.382, 0.751,356.5,363.8,281.6,  0.140
2021-03-18 08:00:00,713595,12.62, 8.620,  50.490,3.029265e+00,101.1, 6.657, 99.800,0.000,1.581,201.100,  24.330, 1.570,357.6,364.4,281.8,  0.065
2021-03-18 09:00:00,713655,12.95, 8.890, 114.000,6.839353e+00,101.1, 7.065, 99.800,0.000,3.172,207.000,  56.160, 3.309,359.3,364.6,282.0,  0.059
2021-03-18 10:00:00,713715,12.98, 9.360, 104.400,6.263375e+00,101.0, 7.182, 99.800,0.000,0.521,225.800,  46.250, 2.453,361.5,366.4,282.5,  0.053
2021-03-18 11:00:00,713775,13.17, 9.760, 163.000,9.781438e+00,101.0, 7.739, 99.800,0.000,0.944,346.900,  74.020, 3.822,363.7,366.9,282.9,  0.052
2021-03-18 12:00:00,713835,13.39,10.710, 213.900,1.283114e+01,100.9, 9.030, 99.800,0.000,0.644,172.600, 103.900, 5.062,368.6,368.5,283.8,  0.049
2021-03-18 13:00:00,713895,13.58,12.200, 387.100,2.322795e+01,100.7, 9.330, 99.700,0.000,1.392,344.400, 194.500, 6.886,377.4,373.2,285.3,  0.035
2021-03-18 14:00:00,713955,13.47,11.720, 155.200,9.310468e+00,100.7, 8.600, 99.800,0.254,0.991,187.500,  65.170, 3.233,373.8,375.7,284.9,  0.050
2021-03-18 15:00:00,714015,13.34,11.220, 137.500,8.248961e+00,100.5, 9.020, 99.800,0.000,0.155,321.300,  61.750, 3.451,370.4,371.8,284.4,  0.056
2021-03-18 16:00:00,714075,13.61,11.270, 873.000,5.235460e+01,100.5, 9.510, 99.800,0.000,1.204,332.600, 533.700,36.580,368.8,369.4,284.4,  0.068
2021-03-18 17:00:00,714135,13.61,12.240, 179.200,1.075458e+01,100.4,10.110, 99.800,0.000,2.746,347.400,  98.400, 5.260,376.1,374.0,285.4,  0.053
2021-03-18 18:00:00,714195,13.01,12.560,  40.590,2.435313e+00,100.3,10.110, 99.700,0.000,1.470,199.000,  15.600, 0.645,373.0,375.5,285.7,  0.041
2021-03-18 19:00:00,714255,12.85,12.290,   5.495,3.297156e-01,100.4, 9.580, 99.800,0.000,0.941,339.300,  -0.424,-0.169,375.4,376.1,285.4,  0.398
2021-03-18 20:00:00,714315,12.80,11.730,   5.924,3.554428e-01,100.4, 9.520, 99.800,0.000,0.005, 30.010,  -0.228, 0.225,372.8,373.9,284.9, -0.987
2021-03-18 21:00:00,714375,12.76,11.350,   3.980,2.388204e-01,100.4, 9.390, 99.800,0.000,3.791,  2.563,  -0.190, 0.155,370.6,372.2,284.5, -0.839
2021-03-18 22:00:00,714435,12.73,11.280,   4.195,2.516832e-01,100.4,10.500, 99.800,0.000,5.096,  0.076,   0.459, 1.574,369.1,370.0,284.4,  3.897
2021-03-18 23:00:00,714495,12.69,11.640,   1.729,1.037607e-01,100.5,10.150, 99.800,0.254,3.456,  4.281,  -0.851, 0.222,366.5,371.8,284.8, -0.261
2021-03-19 00:00:00,714555,12.66,11.690,   3.337,2.002301e-01,100.6,10.710, 99.700,0.000,2.373,324.300,  -0.506, 1.861,372.6,371.7,284.8, -3.738
2021-03-19 01:00:00,714615,12.63,10.290,   1.072,6.431459e-02,100.6, 8.340, 98.000,0.000,6.145,330.500,  -0.981, 2.893,360.1,372.7,283.5, -2.983
2021-03-19 02:00:00,714675,12.60, 8.920,   1.015,6.088600e-02,100.7, 7.416, 95.200,0.000,4.905,336.600,  -1.202, 3.412,354.0,368.7,282.1, -2.855
2021-03-19 03:00:00,714735,12.58, 8.150,   1.065,6.388714e-02,100.8, 6.689, 99.500,0.000,4.350,339.400,  -1.044, 2.784,354.4,366.1,281.3, -2.704
2021-03-19 04:00:00,714795,12.57, 7.748,   0.765,4.587862e-02,100.9, 5.936, 99.500,0.254,5.245,336.400,  -0.851, 1.937,352.1,365.7,280.9, -2.341
2021-03-19 05:00:00,714855,12.55, 6.943,   0.793,4.759436e-02,101.0, 5.276, 96.000,0.000,7.569,334.100,  -1.263, 3.230,344.3,364.6,280.1, -2.651
2021-03-19 06:00:00,714915,12.54, 6.232,   0.815,4.888091e-02,101.2, 4.729, 96.000,0.000,6.551,354.500,  -1.183, 2.887,342.1,362.5,279.4, -2.479
2021-03-19 07:00:00,714975,12.56, 5.953,  23.310,1.398694e+00,101.4, 4.590, 99.500,0.000,4.319,348.200,  10.730, 2.867,343.5,360.6,279.1,  0.270
2021-03-19 08:00:00,715035,13.06, 5.958, 237.500,1.425062e+01,101.6, 4.124, 78.360,0.000,4.284, 18.010, 132.800, 8.540,342.8,360.9,279.1,  0.064
2021-03-19 09:00:00,715095,13.63, 6.299, 358.900,2.153470e+01,101.8, 3.884, 71.640,0.000,5.766,343.800, 202.100,10.920,331.2,361.3,279.4,  0.054
2021-03-19 10:00:00,715155,13.61, 8.360,1110.000,6.657261e+01,101.8, 4.630, 57.260,0.000,7.526,354.300, 687.700,15.570,287.5,365.9,281.5,  0.023
2021-03-19 11:00:00,715215,13.61, 9.660,1329.000,7.971414e+01,101.9, 6.190, 33.980,0.000,6.594,354.300, 845.000,19.430,260.5,367.3,282.8,  0.023
2021-03-19 12:00:00,715275,13.61,10.470,1435.000,8.610767e+01,102.0, 6.553, 27.210,0.000,6.073,351.200, 918.000,38.550,261.0,370.7,283.6,  0.042
2021-03-19 13:00:00,715335,13.58,11.370,1436.000,8.616057e+01,102.0, 8.000, 26.010,0.000,6.161,330.900, 921.000,48.770,262.2,370.1,284.5,  0.053
2021-03-19 14:00:00,715395,13.54,12.370,1326.000,7.958802e+01,102.1, 8.630, 25.410,0.000,6.875,353.200, 856.000,53.440,262.2,372.7,285.5,  0.062
2021-03-19 15:00:00,715455,13.51,13.120,1082.000,6.494418e+01,102.1, 9.800, 20.710,0.000,4.147,314.600, 704.300,57.950,262.6,370.1,286.3,  0.082
2021-03-19 16:00:00,715515,13.51,13.140, 159.900,9.594602e+00,102.2,10.120, 21.910,0.000,3.567, 13.890, 538.100,63.530,262.8,369.1,286.3,  0.118
2021-03-19 17:00:00,715575,13.54,12.500, 147.400,8.841813e+00,102.3, 9.880, 21.950,0.000,2.584, 19.590, 112.600,19.360,264.2,371.9,285.7,  0.172
2021-03-19 18:00:00,715635,13.05,10.760,  53.560,3.213551e+00,102.4, 8.980, 23.430,0.000,1.900,344.000,  20.880, 4.245,259.3,372.7,283.9,  0.203
2021-03-19 19:00:00,715695,12.87, 9.070,   0.214,1.286295e-02,102.4, 7.688, 23.740,0.000,2.992,316.500,  -4.461, 2.962,259.0,367.9,282.2, -0.665
2021-03-19 20:00:00,715755,12.82, 7.726,   0.121,7.289105e-03,102.5, 5.629, 44.260,0.000,0.844,352.000,  -8.060, 1.594,254.1,363.6,280.9, -0.198
2021-03-19 21:00:00,715815,12.78, 6.824,   0.179,1.071944e-02,102.6, 6.108, 32.270,0.000,2.004,351.900,  -3.430, 3.449,268.5,358.2,280.0, -1.011
2021-03-19 22:00:00,715875,12.75, 5.794,   0.207,1.243484e-02,102.7, 4.391, 38.090,0.000,0.681,198.700,  -4.038, 3.495,264.2,358.4,279.0, -0.868
2021-03-19 23:00:00,715935,12.72, 4.527,   0.193,1.157741e-02,102.8, 3.091, 61.470,0.000,0.075,301.900,  -5.936, 3.750,251.0,357.5,277.7, -0.632
2021-03-20 00:00:00,715995,12.68, 2.999,   0.257,1.543703e-02,102.8, 1.563, 72.310,0.000,1.354,340.200,  -5.108, 4.127,239.3,353.4,276.2, -0.808
2021-03-20 01:00:00,716055,12.64, 1.830,   0.129,7.718681e-03,102.9, 0.214, 70.410,0.000,2.290,349.800,  -4.488, 3.525,236.4,350.2,275.0, -0.786
2021-03-20 02:00:00,716115,12.59, 1.019,   0.100,6.003506e-03,102.9,-0.265, 75.280,0.000,1.957,  5.416,  -4.348, 3.697,236.1,348.0,274.2, -0.852
2021-03-20 03:00:00,716175,12.56, 0.475,   0.100,6.003605e-03,102.9,-0.661, 71.000,0.000,1.880,353.400,  -4.057, 4.266,239.2,347.2,273.6, -1.052
2021-03-20 04:00:00,716235,12.53, 0.259,   0.114,6.861274e-03,103.0,-1.127, 70.990,0.000,1.142, 18.050,  -5.510, 3.820,233.0,346.7,273.4, -0.693
2021-03-20 05:00:00,716295,12.51,-0.118,   0.086,5.145979e-03,103.0,-1.429, 77.600,0.000,1.445,332.100,  -5.279, 3.608,229.1,344.9,273.0, -0.684
2021-03-20 06:00:00,716355,12.48,-0.686,   0.122,7.290270e-03,103.1,-1.795, 79.250,0.000,1.800,325.500,  -4.403, 4.438,226.8,343.4,272.5, -1.009
2021-03-20 07:00:00,716415,12.52,-0.894,  48.590,2.915677e+00,103.2,-1.935, 78.820,0.000,1.416,  0.035,  16.530, 5.404,225.2,342.5,272.3,  0.327
2021-03-20 08:00:00,716475,12.80,-0.383, 124.300,7.457881e+00,103.2,-0.451, 61.350,0.000,1.444, 17.910,  53.370, 8.260,225.3,340.0,272.8,  0.155
2021-03-20 09:00:00,716535,13.37, 6.426, 814.000,4.884617e+01,103.3, 3.609, 42.710,0.000,0.521,301.200,  64.300,32.870,239.8,353.1,279.5,  0.511
2021-03-20 10:00:00,716595,13.59,11.120,1114.000,6.681625e+01,103.3, 5.150, 29.850,0.000,0.168,  0.018, 703.600,25.960,257.5,368.5,284.3,  0.037
2021-03-20 11:00:00,716655,13.58,12.810,1339.000,8.033967e+01,103.2, 6.964, 28.560,0.000,2.334,187.400, 843.000,12.580,266.1,375.3,285.9,  0.015
2021-03-20 12:00:00,716715,13.55,14.000,1460.000,8.758890e+01,103.2, 8.010, 27.060,0.000,2.163,  1.525, 918.000,36.850,272.5,380.3,287.1,  0.040
2021-03-20 13:00:00,716775,13.51,14.890,1452.000,8.712522e+01,103.1, 9.920, 23.350,0.000,1.963,  0.082, 914.000,46.570,275.6,382.4,288.0,  0.051
2021-03-20 14:00:00,716835,13.49,16.290,1353.000,8.115673e+01,103.1,10.330, 19.870,0.000,1.124,237.900, 849.000,49.450,278.2,386.1,289.4,  0.058
